,Channel_Name,Channel_URL,Ingame_ID,opgg_url
346,땅우양,https://www.youtube.com/channel/UC9vI-9WYQLXKI6n9XdXXo3g,DWG Yang,https://op.gg/summoner/userName=DWG Yang
347,땅우양,https://www.youtube.com/channel/UC9vI-9WYQLXKI6n9XdXXo3g,baldado,https://op.gg/summoner/userName=baldado
348,땅우양,https://www.youtube.com/channel/UC9vI-9WYQLXKI6n9XdXXo3g,챌린저땅우양,https://op.gg/summoner/userName=챌린저땅우양
349,롤에낀선바,https://www.youtube.com/channel/UCh9hXvYF58wJYdWCKNO2zzw,겨드랑이에낀손,https://op.gg/summoner/userName=겨드랑이에낀손
350,Wolf,https://www.youtube.com/channel/UCYJ0Ucu9jPX5kn6SeDcNaIQ,싸우면갖다박음,https://op.gg/summoner/userName=싸우면갖다박음
351,샤코타임,https://www.youtube.com/channel/UCAkCZHtQdPWvbwaP1KJBjvA,뮤트올 하드캐리,https://op.gg/summoner/userName=뮤트올 하드캐리
352,샤코타임,https://www.youtube.com/channel/UCAkCZHtQdPWvbwaP1KJBjvA,00년생 이영민,https://op.gg/summoner/userName=00년생 이영민
353,샤코타임,https://www.youtube.com/channel/UCAkCZHtQdPWvbwaP1KJBjvA,123214154252,https://op.gg/summoner/userName=123214154252
354,샤코왕,https://www.youtube.com/channel/UC01ijcLHFVlTTq2oJRiBSXQ,뒤치기치명타,https://op.gg/summoner/userName=뒤치기치명타
355,샤코왕,https://www.youtube.com/channel/UC01ijcLHFVlTTq2oJRiBSXQ,향로샤코,https://op.gg/summoner/userName=향로샤코
356,주화고대,https://www.youtube.com/channel/UCsESuAQrDmDud4OEpmGqI0g,샤코와 꿀벌,https://op.gg/summoner/userName=샤코와 꿀벌
357,주화고대,https://www.youtube.com/channel/UCsESuAQrDmDud4OEpmGqI0g,뒷골목 샤코서폿,https://op.gg/summoner/userName=뒷골목 샤코서폿
358,아무무장인_미노미노,https://www.youtube.com/channel/UCsXdMWlsG57CLr_E_uJ1uHw,무무미노,https://op.gg/summoner/userName=무무미노
359,아무무장인_미노미노,https://www.youtube.com/channel/UCsXdMWlsG57CLr_E_uJ1uHw,미노미노,https://op.gg/summoner/userName=미노미노
360,풋온,https://www.youtube.com/channel/UCYAK4Sc_iTlcW97zH0hTFhw,푸돈,https://op.gg/summoner/userName=푸돈
361,풋온,https://www.youtube.com/channel/UCYAK4Sc_iTlcW97zH0hTFhw,Put on,https://op.gg/summoner/userName=Put on
362,오공갓,https://www.youtube.com/channel/UCdRXvOkNJbXL6-rZqtCXcCA,나는다4딱입니다,https://op.gg/summoner/userName=나는다4딱입니다
363,오공갓,https://www.youtube.com/channel/UCdRXvOkNJbXL6-rZqtCXcCA,M0NKEY,https://op.gg/summoner/userName=M0NKEY
364,왕청포도,https://www.youtube.com/channel/UCExk6FR-JLVf0EJXBjsBxfg,왕청포도,https://op.gg/summoner/userName=왕청포도
365,부멘 Bumen,https://www.youtube.com/channel/UC-97DBrSjf37Qu1cyVQ8X1A,부 멘,https://op.gg/summoner/userName=부 멘
366,희성에몽,https://www.youtube.com/channel/UCy-0ERPBCzs_p_E_Ag9C-Jw,iililililililll,https://op.gg/summoner/userName=iililililililll
367,희성에몽,https://www.youtube.com/channel/UCy-0ERPBCzs_p_E_Ag9C-Jw,heeseong,https://op.gg/summoner/userName=heeseong
368,클킹,https://www.youtube.com/channel/UC1Opo-MV1XqWxoPfPKzb-gQ,kk99999999999999,https://op.gg/summoner/userName=kk99999999999999
369,클킹,https://www.youtube.com/channel/UC1Opo-MV1XqWxoPfPKzb-gQ,EQWWWWE,https://op.gg/summoner/userName=EQWWWWE
370,클킹,https://www.youtube.com/channel/UC1Opo-MV1XqWxoPfPKzb-gQ,kled99,https://op.gg/summoner/userName=kled99
371,ㅇyㅇ,https://www.youtube.com/channel/UCm6Y-gVqhlhX4FzrJCtsSzg,만 당,https://op.gg/summoner/userName=만 당
372,울부짖는마오카이,https://www.youtube.com/channel/UCLpAVYWw_-P29O6te5j5o1Q,제발말좀걸지마1,https://op.gg/summoner/userName=제발말좀걸지마1
373,울부짖는마오카이,https://www.youtube.com/channel/UCLpAVYWw_-P29O6te5j5o1Q,78세 윤금복,https://op.gg/summoner/userName=78세 윤금복
374,울부짖는마오카이,https://www.youtube.com/channel/UCLpAVYWw_-P29O6te5j5o1Q,울부짖는마오카이,https://op.gg/summoner/userName=울부짖는마오카이
375,아슬라YouTube,https://www.youtube.com/channel/UCr90j6PBZkYxomCrRNlhxiQ,아슬라론즈,https://op.gg/summoner/userName=아슬라론즈
376,아슬라YouTube,https://www.youtube.com/channel/UCr90j6PBZkYxomCrRNlhxiQ,IIllIlIllIIIll,https://op.gg/summoner/userName=IIllIlIllIIIll
377,김때수,https://www.youtube.com/channel/UC5Z3hqlecfg5w-rMJFuxlMw,Justin Bieber,https://op.gg/summoner/userName=Justin Bieber
378,김때수,https://www.youtube.com/channel/UC5Z3hqlecfg5w-rMJFuxlMw,유튜브 김때수,https://op.gg/summoner/userName=유튜브 김때수
379,준밧드,https://www.youtube.com/channel/UCDWlQ2AcGlcckdefjtF0goQ,진지빡종1,https://op.gg/summoner/userName=진지빡종1
380,워누사,https://www.youtube.com/channel/UCLNAeJ-benidYk2T45ZYBMQ,치감템가면 던짐,https://op.gg/summoner/userName=치감템가면 던짐
381,연산동나미TV [서폿만 한우물],https://www.youtube.com/channel/UCE7WVYp91cSz_0jX_sK7C5w,연산동나미,https://op.gg/summoner/userName=연산동나미
382,연산동나미TV [서폿만 한우물],https://www.youtube.com/channel/UCE7WVYp91cSz_0jX_sK7C5w,나니똔,https://op.gg/summoner/userName=나니똔
383,유틸서폿유찬이,https://www.youtube.com/channel/UCTrgbeDfWyZQis4eDJjZolw,Twitch 유찬이,https://op.gg/summoner/userName=Twitch 유찬이
384,농림부장관,https://www.youtube.com/channel/UCTtJ94bBR-KgnCnqphQAkxg,milgnon,https://op.gg/summoner/userName=milgnon
385,U Han,https://www.youtube.com/channel/UCfMmWh9ER3zJSIWGbian8Pg,You too,https://op.gg/summoner/userName=You too
386,U Han,https://www.youtube.com/channel/UCfMmWh9ER3zJSIWGbian8Pg,부끄럽다,https://op.gg/summoner/userName=부끄럽다
387,기논,https://www.youtube.com/channel/UChqQ4kpJUhZL4C5ORLdqyXg,주제파악완료,https://op.gg/summoner/userName=주제파악완료
388,기논,https://www.youtube.com/channel/UChqQ4kpJUhZL4C5ORLdqyXg,논코,https://op.gg/summoner/userName=논코
389,오피피,https://www.youtube.com/channel/UC51zLqYNQ7iWBbORVysQeYg,오ha,https://op.gg/summoner/userName=오ha
390,크캣,https://www.youtube.com/channel/UCkjsyG61m84bXpF-TAh0fCQ,미친고양이1028,https://op.gg/summoner/userName=미친고양이1028
391,크캣,https://www.youtube.com/channel/UCkjsyG61m84bXpF-TAh0fCQ,크캣99,https://op.gg/summoner/userName=크캣99
392,크캣,https://www.youtube.com/channel/UCkjsyG61m84bXpF-TAh0fCQ,방관수확케이틀린,https://op.gg/summoner/userName=방관수확케이틀린
393,크캣,https://www.youtube.com/channel/UCkjsyG61m84bXpF-TAh0fCQ,미친고양이66,https://op.gg/summoner/userName=미친고양이66
394,막내현진,https://www.youtube.com/channel/UCGuurERkbPnHhEkTZOq_WDw,어네삐,https://op.gg/summoner/userName=어네삐
395,막내현진,https://www.youtube.com/channel/UCGuurERkbPnHhEkTZOq_WDw,해 삐,https://op.gg/summoner/userName=해 삐
396,막내현진,https://www.youtube.com/channel/UCGuurERkbPnHhEkTZOq_WDw,막내 현진,https://op.gg/summoner/userName=막내 현진
397,벤타,https://www.youtube.com/channel/UCXIE46_EepuxbMx0Jvw4RMw,벤타,https://op.gg/summoner/userName=벤타
398,벤타,https://www.youtube.com/channel/UCXIE46_EepuxbMx0Jvw4RMw,VVEENNTA,https://op.gg/summoner/userName=VVEENNTA
399,벤타,https://www.youtube.com/channel/UCXIE46_EepuxbMx0Jvw4RMw,venta,https://op.gg/summoner/userName=venta
400,ZephyrusK,https://www.youtube.com/channel/UCznisU7WW0ydBkov8lcvUqg,쥐들의 신 찍신,https://op.gg/summoner/userName=쥐들의 신 찍신
401,ZephyrusK,https://www.youtube.com/channel/UCznisU7WW0ydBkov8lcvUqg,zephyrusK,https://op.gg/summoner/userName=zephyrusK
402,ZephyrusK,https://www.youtube.com/channel/UCznisU7WW0ydBkov8lcvUqg,옴걸 배유비니,https://op.gg/summoner/userName=옴걸 배유비니
403,레오나는레모나,https://www.youtube.com/channel/UCj7AiDuGiKVn358fpMhjkYA,레오나는레모나,https://op.gg/summoner/userName=레오나는레모나
404,롤채널개태구,https://www.youtube.com/channel/UCRoqwDsYYtLyf2Qq2FID8pw,개태9,https://op.gg/summoner/userName=개태9
405,롤채널개태구,https://www.youtube.com/channel/UCRoqwDsYYtLyf2Qq2FID8pw,개태구유튜브구독,https://op.gg/summoner/userName=개태구유튜브구독
406,최후의 전사,https://www.youtube.com/channel/UC32EqivLIyoraGp8A66BNqw,최후의전사,https://op.gg/summoner/userName=최후의전사
407,최후의 전사,https://www.youtube.com/channel/UC32EqivLIyoraGp8A66BNqw,최후의전사유튜브,https://op.gg/summoner/userName=최후의전사유튜브
408,조통닥,https://www.youtube.com/channel/UC8qzehe49p5zd02rWHCCt8w,조통닥,https://op.gg/summoner/userName=조통닥
409,조통닥,https://www.youtube.com/channel/UC8qzehe49p5zd02rWHCCt8w,아혜가오,https://op.gg/summoner/userName=아혜가오
410,모르가나 프레스티지,https://www.youtube.com/channel/UCETlVRJVet6FESFEJsoEidg,맨인블랙,https://op.gg/summoner/userName=맨인블랙
411,미포남,https://www.youtube.com/channel/UCY1g6YKwiMuGLxhhR9RJMOw,미포남,https://op.gg/summoner/userName=미포남
412,바이장인 김빠이,https://www.youtube.com/channel/UCCqTelD06WnKh5FaPjlkD6g,노플이면알려줘,https://op.gg/summoner/userName=노플이면알려줘
413,바이장인 김빠이,https://www.youtube.com/channel/UCCqTelD06WnKh5FaPjlkD6g,노플이면필킬,https://op.gg/summoner/userName=노플이면필킬
414,바이장인 김빠이,https://www.youtube.com/channel/UCCqTelD06WnKh5FaPjlkD6g,잘좀해라잉,https://op.gg/summoner/userName=잘좀해라잉
415,충장,https://www.youtube.com/channel/UCzF9ojL6LWbuOThYIZSs1Bw,티모진짜좋아여,https://op.gg/summoner/userName=티모진짜좋아여
416,충장,https://www.youtube.com/channel/UCzF9ojL6LWbuOThYIZSs1Bw,육회반근포장이여,https://op.gg/summoner/userName=육회반근포장이여
417,똥그랩,https://www.youtube.com/channel/UCpVDCL18eGUOjfmoV81mTpg,똥그랩,https://op.gg/summoner/userName=똥그랩
418,갱맘TV,https://www.youtube.com/user/changsuk94,wall class,https://op.gg/summoner/userName=wall class
419,졸귀탱사이온TV,https://www.youtube.com/channel/UCCPlwpvg2glouLCuRVE2YQw,졸귀탱사이온TV,https://op.gg/summoner/userName=졸귀탱사이온TV
420,원딜러 준비준비,https://www.youtube.com/channel/UCTTIJu3l4sYHgFt2YmsMfkg,레D레D,https://op.gg/summoner/userName=레D레D
421,원딜러 준비준비,https://www.youtube.com/channel/UCTTIJu3l4sYHgFt2YmsMfkg,준에이준비준씨준디준에프준쥐,https://op.gg/summoner/userName=준에이준비준씨준디준에프준쥐
422,원딜러 준비준비,https://www.youtube.com/channel/UCTTIJu3l4sYHgFt2YmsMfkg,Gen G TalRuler,https://op.gg/summoner/userName=Gen G TalRuler
423,소나선생YouTube,https://www.youtube.com/channel/UCcd5qVTuyQ_3htJ9y-bqxOQ,DWG Phantom,https://op.gg/summoner/userName=DWG Phantom
424,주유갓tv,https://www.youtube.com/channel/UC-1b4HzPwFf-Fo4vU6oYEsQ,외쳐주유소갓라카,https://op.gg/summoner/userName=외쳐주유소갓라카
425,주유갓tv,https://www.youtube.com/channel/UC-1b4HzPwFf-Fo4vU6oYEsQ,나는물약이아니다,https://op.gg/summoner/userName=나는물약이아니다
426,주유갓tv,https://www.youtube.com/channel/UC-1b4HzPwFf-Fo4vU6oYEsQ,내바나나로가버렷,https://op.gg/summoner/userName=내바나나로가버렷
427,알파카TV,https://www.youtube.com/channel/UCQNu12i3pCgD4uNPh4AaGVA,냉탕에인어,https://op.gg/summoner/userName=냉탕에인어
428,알파카TV,https://www.youtube.com/channel/UCQNu12i3pCgD4uNPh4AaGVA,RRRRRRRR파카,https://op.gg/summoner/userName=RRRRRRRR파카
429,알파카TV,https://www.youtube.com/channel/UCQNu12i3pCgD4uNPh4AaGVA,IlllIIIIIIWW,https://op.gg/summoner/userName=IlllIIIIIIWW
430,신지드한우물,https://www.youtube.com/channel/UCBOf1rbgAruBCBcG75lgISA,한우물 신지드,https://op.gg/summoner/userName=한우물 신지드
431,초보원딜러_Chowon,https://www.youtube.com/channel/UCvuc6-wCcCeDrQ9dA52pBBQ,숟가락입니다만,https://op.gg/summoner/userName=숟가락입니다만
432,초보원딜러_Chowon,https://www.youtube.com/channel/UCvuc6-wCcCeDrQ9dA52pBBQ,이건좀엑시던튼데,https://op.gg/summoner/userName=이건좀엑시던튼데
433,초보원딜러_Chowon,https://www.youtube.com/channel/UCvuc6-wCcCeDrQ9dA52pBBQ,초태식,https://op.gg/summoner/userName=초태식
434,이서니,https://www.youtube.com/user/TVLS6311,광철이형사랑해요,https://op.gg/summoner/userName=광철이형사랑해요
435,이서니,https://www.youtube.com/user/TVLS6311,갱와라 나 힘들다,https://op.gg/summoner/userName=갱와라 나 힘들다
436,이서니,https://www.youtube.com/user/TVLS6311,전광철내가사랑해,https://op.gg/summoner/userName=전광철내가사랑해
437,조디악,https://www.youtube.com/channel/UC1b5zAyQWKa9KkIzC4wol0Q,조디앜,https://op.gg/summoner/userName=조디앜
438,유매드브로,https://www.youtube.com/channel/UCNH-pSGNslJfhayGZPKHBvQ,iiliilliiIIi,https://op.gg/summoner/userName=iiliilliiIIi
439,명조이,https://www.youtube.com/channel/UCQ7tyYNJhLL4bbg9Bg39Bqg,순진하고 현명한,https://op.gg/summoner/userName=순진하고 현명한
440,명조이,https://www.youtube.com/channel/UCQ7tyYNJhLL4bbg9Bg39Bqg,폐관수련22,https://op.gg/summoner/userName=폐관수련22
441,명조이,https://www.youtube.com/channel/UCQ7tyYNJhLL4bbg9Bg39Bqg,남탓욕설안해요,https://op.gg/summoner/userName=남탓욕설안해요
442,엔마유튜브 ,https://www.youtube.com/channel/UCF-rFAdN7dzd-SI2T3rkCaQ,엔마왓슨,https://op.gg/summoner/userName=엔마왓슨
443,엔마유튜브 ,https://www.youtube.com/channel/UCF-rFAdN7dzd-SI2T3rkCaQ,백곰도 야옹야옹,https://op.gg/summoner/userName=백곰도 야옹야옹
444,미과직msziggs,https://www.youtube.com/channel/UCxILAjHmSLo4xP-bMnKWtXA,미친과학자직스,https://op.gg/summoner/userName=미친과학자직스
445,트강준,https://www.youtube.com/channel/UCqJ7nSPMWK-Z56HDKdXjKLw,서농잉,https://op.gg/summoner/userName=서농잉
446,트강준,https://www.youtube.com/channel/UCqJ7nSPMWK-Z56HDKdXjKLw,야 트강준,https://op.gg/summoner/userName=야 트강준
447,트강준,https://www.youtube.com/channel/UCqJ7nSPMWK-Z56HDKdXjKLw,BJ꿀뚱땡이,https://op.gg/summoner/userName=BJ꿀뚱땡이
448,꾸락지,https://www.youtube.com/channel/UCh0wSpuVziwitpR-8c9Kolg,kkurak,https://op.gg/summoner/userName=kkurak
449,꾸락지,https://www.youtube.com/channel/UCh0wSpuVziwitpR-8c9Kolg,꾸락지,https://op.gg/summoner/userName=꾸락지
450,슈퍼갱이 SUPERGANGY //탈리야 장인 랭킹 1위,https://www.youtube.com/user/iloveGanGe,다른애들이랑탈랴,https://op.gg/summoner/userName=다른애들이랑탈랴
451,먹짱켄치TV,https://www.youtube.com/channel/UCfRH8nDj4jKVBt7ZilJuLRw,먹짱켄치,https://op.gg/summoner/userName=먹짱켄치
452,먹짱켄치TV,https://www.youtube.com/channel/UCfRH8nDj4jKVBt7ZilJuLRw,아이엠아이언맨짱,https://op.gg/summoner/userName=아이엠아이언맨짱
453,흰대문,https://www.youtube.com/channel/UC1j-1NszBP07Zg3IVL8a4RA,트리스타나버프좀,https://op.gg/summoner/userName=트리스타나버프좀
454,흰대문,https://www.youtube.com/channel/UC1j-1NszBP07Zg3IVL8a4RA,응애 나 아기대문,https://op.gg/summoner/userName=응애 나 아기대문
455,BEEN trdl,https://www.youtube.com/channel/UC1AcQblWJM_k7G1iNX75wwg,blue benevolence,https://op.gg/summoner/userName=blue benevolence
456,BEEN trdl,https://www.youtube.com/channel/UC1AcQblWJM_k7G1iNX75wwg,나령의 빈,https://op.gg/summoner/userName=나령의 빈
457,BEEN trdl,https://www.youtube.com/channel/UC1AcQblWJM_k7G1iNX75wwg,2tk,https://op.gg/summoner/userName=2tk
458,BEEN trdl,https://www.youtube.com/channel/UC1AcQblWJM_k7G1iNX75wwg,신비주의 빈,https://op.gg/summoner/userName=신비주의 빈
459,트페는 런닝왕,https://www.youtube.com/channel/UCmGcWrH3Ztq0eXVTA8rn99Q,트페는 런닝왕,https://op.gg/summoner/userName=트페는 런닝왕
460,트페는 런닝왕,https://www.youtube.com/channel/UCmGcWrH3Ztq0eXVTA8rn99Q,런닝왕,https://op.gg/summoner/userName=런닝왕
461,정점파이크,https://www.youtube.com/channel/UCMi-C_EUiv-BZXCz4aB3uIg,정점파이꾸,https://op.gg/summoner/userName=정점파이꾸
462,정점파이크,https://www.youtube.com/channel/UCMi-C_EUiv-BZXCz4aB3uIg,정점파이크zzz,https://op.gg/summoner/userName=정점파이크zzz
463,불남TV,https://www.youtube.com/channel/UC-7E5TSQd24BTAD9rRx6g-w,불꽃남자,https://op.gg/summoner/userName=불꽃남자
464,불남TV,https://www.youtube.com/channel/UC-7E5TSQd24BTAD9rRx6g-w,워버러지,https://op.gg/summoner/userName=워버러지
465,발__젭,https://www.youtube.com/channel/UCQ9eDVhFn_jq7eTpjf21ouA,왜 우리팀만,https://op.gg/summoner/userName=왜 우리팀만
466,발__젭,https://www.youtube.com/channel/UCQ9eDVhFn_jq7eTpjf21ouA,고목나무와매미,https://op.gg/summoner/userName=고목나무와매미
467,발__젭,https://www.youtube.com/channel/UCQ9eDVhFn_jq7eTpjf21ouA,우L 유,https://op.gg/summoner/userName=우L 유
468,발__젭,https://www.youtube.com/channel/UCQ9eDVhFn_jq7eTpjf21ouA,죽으면서큼,https://op.gg/summoner/userName=죽으면서큼
469,데이Day,https://www.youtube.com/channel/UCJ-tLzoje1snE-w31xrQDFw,데이루,https://op.gg/summoner/userName=데이루
470,털보형 유튜브,https://www.youtube.com/channel/UC7xi1P3CUpxsh7CIPctA-7A,홍수컷,https://op.gg/summoner/userName=홍수컷
471,피유TV,https://www.youtube.com/channel/UCcKITUR4mDL0BSugm4nn66w,에구머니나뿌뿌뿌,https://op.gg/summoner/userName=에구머니나뿌뿌뿌
472,착말TV,https://www.youtube.com/channel/UCz_Tbp0AufuRm0k5zfjM3Bw,삶선택죽음,https://op.gg/summoner/userName=삶선택죽음
473,문어지지않는다,https://www.youtube.com/channel/UCmKxt05xmuIPgvorDd3l6UA,문어지지않는다,https://op.gg/summoner/userName=문어지지않는다
474,미드티모,https://www.youtube.com/channel/UC_zQwRaTbUhAr-KcXX0cl9g,미드티모,https://op.gg/summoner/userName=미드티모
475,CloudTemplar TV (LCK Commentator),https://www.youtube.com/channel/UCvrxJgD0T_TFvgsO2nA-fDQ,세상아내가미안해,https://op.gg/summoner/userName=세상아내가미안해
476,CloudTemplar TV (LCK Commentator),https://www.youtube.com/channel/UCvrxJgD0T_TFvgsO2nA-fDQ,난협곡이무서웡,https://op.gg/summoner/userName=난협곡이무서웡
477,CloudTemplar TV (LCK Commentator),https://www.youtube.com/channel/UCvrxJgD0T_TFvgsO2nA-fDQ,난다시태어난다,https://op.gg/summoner/userName=난다시태어난다
478,압둘알리과로사,https://www.youtube.com/channel/UC31ypOxFsuU3Q0OFpQzcQ3g,길쭉한털쟁이오이,https://op.gg/summoner/userName=길쭉한털쟁이오이
479,압둘알리과로사,https://www.youtube.com/channel/UC31ypOxFsuU3Q0OFpQzcQ3g,성내동별점테러범,https://op.gg/summoner/userName=성내동별점테러범
480,가재맨,https://www.youtube.com/channel/UCnkytUgy0CtWd06up9CjNxg,megalia,https://op.gg/summoner/userName=megalia
481,가재맨,https://www.youtube.com/channel/UCnkytUgy0CtWd06up9CjNxg,aldosl,https://op.gg/summoner/userName=aldosl
482,김레인,https://www.youtube.com/channel/UCj9LQu5-mfrf6imcyrnZfug,곧아홉수,https://op.gg/summoner/userName=곧아홉수
483,벨빈,https://www.youtube.com/channel/UCC62RQ__pVuTW5Re22yhuxg,벨빈유튜브,https://op.gg/summoner/userName=벨빈유튜브
484,헬창요네,https://www.youtube.com/channel/UCZHqyvbjcj0eMrCHB1NK2-g,헬창요네 구독해,https://op.gg/summoner/userName=헬창요네 구독해
485,달스,https://www.youtube.com/user/koitvzz,emperor of dia,https://op.gg/summoner/userName=emperor of dia
486,라크넌 류팽,https://www.youtube.com/channel/UCUWZiKS8dbWhvErVQophzmg,라크넌,https://op.gg/summoner/userName=라크넌
487,요네 몽타주,https://www.youtube.com/channel/UCmenmnMFFQk5HH7bEJDSY4g,yone montage,https://op.gg/summoner/userName=yone montage
488,쭈냡TV,https://www.youtube.com/channel/UCVJD0JmIYT5jJ8NjtiY7Gvg,빅톨장인 주냐비,https://op.gg/summoner/userName=빅톨장인 주냐비
489,트타 교수,https://www.youtube.com/channel/UCRtKkbgz15nDsHJ2W1ClqdA,교수트타 구독,https://op.gg/summoner/userName=교수트타 구독
490,트타 교수,https://www.youtube.com/channel/UCRtKkbgz15nDsHJ2W1ClqdA,교수 트타,https://op.gg/summoner/userName=교수 트타
491,체토르,https://www.youtube.com/channel/UChC8QJGf75Ct7j2GyLtmzeg,체리 키위 샤베트,https://op.gg/summoner/userName=체리 키위 샤베트
492,체토르,https://www.youtube.com/channel/UChC8QJGf75Ct7j2GyLtmzeg,레드 피치 샤베트,https://op.gg/summoner/userName=레드 피치 샤베트
493,홍칠이,https://www.youtube.com/channel/UC6181e1keKeHMAei-GtSi6w,후워,https://op.gg/summoner/userName=후워
494,THE SHY,https://www.youtube.com/channel/UCT2iciPfSx1DmcYaf1MAFiA,KcNco,https://op.gg/summoner/userName=KcNco
495,Trundle Bot,https://www.youtube.com/channel/UCPenb0a0hQ5N7GUVEkhzMbA,중급 트런들 봇,https://op.gg/summoner/userName=중급 트런들 봇
496,Trundle Bot,https://www.youtube.com/channel/UCPenb0a0hQ5N7GUVEkhzMbA,트런들,https://op.gg/summoner/userName=트런들
497,저카,https://www.youtube.com/channel/UC7Dd45_qQ_rrIPJ3SIRGmog,JustKATA,https://op.gg/summoner/userName=JustKATA
498,Ickyu,https://www.youtube.com/channel/UCU6FE_jQWLFQNwSFNQDnQKQ,dlrzb,https://op.gg/summoner/userName=dlrzb
499,초글링TV ::LOL::,https://www.youtube.com/channel/UCil8ShfFfGwlm5QcE0M_BlA,초글링TV,https://op.gg/summoner/userName=초글링TV
500,셋트 봉풀주사랑해,https://www.youtube.com/channel/UCtFjYHsJWqvulSYzBEvLSjA,흥분잘하는라이너,https://op.gg/summoner/userName=흥분잘하는라이너
501,마우,https://www.youtube.com/channel/UCnDoZ1e31hLl7IPhzytCD7w,강인한방패 마우,https://op.gg/summoner/userName=강인한방패 마우
502,팬티온_TV,https://www.youtube.com/channel/UCxmNAFJaWYOdXKJpHEivqbQ,나는몽키다,https://op.gg/summoner/userName=나는몽키다
503,팬티온_TV,https://www.youtube.com/channel/UCxmNAFJaWYOdXKJpHEivqbQ,딩뀰이,https://op.gg/summoner/userName=딩뀰이
504,top solo머연,https://www.youtube.com/channel/UCJXbLJOWwimTdRANGab_fvA,jianmo,https://op.gg/summoner/userName=jianmo
505,top solo머연,https://www.youtube.com/channel/UCJXbLJOWwimTdRANGab_fvA,힘들어도행복하게,https://op.gg/summoner/userName=힘들어도행복하게
506,만기퇴소,https://www.youtube.com/user/chlwlals1,공병대틀니딱딱이,https://op.gg/summoner/userName=공병대틀니딱딱이
507,플레임,https://www.youtube.com/channel/UCI6Ro_MOr36re4Bhb7nCY7g,F4 프린스 플,https://op.gg/summoner/userName=F4 프린스 플
508,챌린저 미드김홍주,https://www.youtube.com/channel/UCfL7Vob_QbS2c_QrP-KAjdw,MINDDDD,https://op.gg/summoner/userName=MINDDDD
509,챌린저 미드김홍주,https://www.youtube.com/channel/UCfL7Vob_QbS2c_QrP-KAjdw,IIIIIIlllIIIIlI,https://op.gg/summoner/userName=IIIIIIlllIIIIlI
510,정헌희 HeonHee,https://www.youtube.com/channel/UCIYLQLyMW44rQD1VK6QxCsA,정헌희,https://op.gg/summoner/userName=정헌희
511,_헤징,https://www.youtube.com/channel/UCj38fEefpih2o1aHH886Z1g,해삐 우레삐,https://op.gg/summoner/userName=해삐 우레삐
512,Minsik Park,https://www.youtube.com/channel/UCn1i1TTl1qsaIr79-x3mn8g,원딜프로지망생,https://op.gg/summoner/userName=원딜프로지망생
513,Minsik Park,https://www.youtube.com/channel/UCn1i1TTl1qsaIr79-x3mn8g,사쿠라동생사미라,https://op.gg/summoner/userName=사쿠라동생사미라
514,박철한 유튜브,https://www.youtube.com/channel/UCNhTWGISzNVklAJcqSBNchg,박철한 유튜브,https://op.gg/summoner/userName=박철한 유튜브
515,허블렛TV,https://www.youtube.com/channel/UCJriMiQFo5023wkc2hWaiuA,블렛 허,https://op.gg/summoner/userName=블렛 허
516,허블렛TV,https://www.youtube.com/channel/UCJriMiQFo5023wkc2hWaiuA,뉴저지 코메우커,https://op.gg/summoner/userName=뉴저지 코메우커
517,솔찬,https://www.youtube.com/channel/UCpbpKXtMfDIAADzSGTpJ0IA,SKT T1 M4A1 CC,https://op.gg/summoner/userName=SKT T1 M4A1 CC
518,솔찬,https://www.youtube.com/channel/UCpbpKXtMfDIAADzSGTpJ0IA,SolChaicA,https://op.gg/summoner/userName=SolChaicA
